Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,City,Zip Code,Latitude,Longitude,Population,GeoFIPS,Per capita personal income (dollars) 2/,Personal income (thousands of dollars) _x,Population (persons) 1/,   Employer contributions for employee pension and insurance funds 5/,   Employer contributions for government social insurance ,   Farm proprietors' income ,   Nonfarm proprietors' income ,  Farm proprietors employment 6/,  Income maintenance benefits 1/,  Nonfarm proprietors employment ,  Per capita income maintenance benefits 4/,  Per capita retirement and other 4/,  Per capita unemployment insurance compensation 4/,  Proprietors' income ,  Retirement and other ,  Supplements to wages and salaries ,  Unemployment insurance compensation ,  Wages and salaries , Average nonfarm proprietors' income , Average wages and salaries ," Dividends, interest, and rent 2/", Earnings by place of work , Net earnings by place of residence ," Per capita dividends, interest, and rent 4/", Per capita net earnings 4/, Per capita personal current transfer receipts 4/, Per capita personal income 4/, Personal current transfer receipts , Population (persons) 3/, Proprietors employment , Wage and salary employment ,Average earnings per job (dollars) ,Personal income (thousands of dollars) _y,Total employment (number of jobs) 
1,9,63,Offer B,1,17.38,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.25,1237.65,0.0,0,1094.9399999999998,2332.59,1,57,0,0,1,0,0,0,Wallace,95254,38.192608,-120.957842,304,009,56001.0,2607568.0,46563.0,130247.0,37412.0,-3801.0,204084.0,488.0,65259.0,6645.0,1402.0,14477.0,96.0,200283.0,674115.0,167659.0,4492.0,569660.0,30712.0,50164.0,489629.0,937602.0,1374073.0,10515.0,29510.0,15975.0,56001.0,743866.0,46563.0,7133.0,11356.0,50711.0,2607568.0,18489.0
0,0,15,,1,7.96,1,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,26.35,378.6,0.0,0,119.4,498.0,1,113,0,0,0,0,0,0,West Point,95255,38.41935,-120.469545,2198,009,56001.0,2607568.0,46563.0,130247.0,37412.0,-3801.0,204084.0,488.0,65259.0,6645.0,1402.0,14477.0,96.0,200283.0,674115.0,167659.0,4492.0,569660.0,30712.0,50164.0,489629.0,937602.0,1374073.0,10515.0,29510.0,15975.0,56001.0,743866.0,46563.0,7133.0,11356.0,50711.0,2607568.0,18489.0
1,1,13,,1,29.49,0,1,DSL,2,0,0,0,0,0,0,0,1,One Year,0,Bank Withdrawal,43.8,592.65,0.0,0,383.37,976.02,0,34,0,0,1,0,0,0,Wilseyville,95257,38.392686,-120.415951,435,009,56001.0,2607568.0,46563.0,130247.0,37412.0,-3801.0,204084.0,488.0,65259.0,6645.0,1402.0,14477.0,96.0,200283.0,674115.0,167659.0,4492.0,569660.0,30712.0,50164.0,489629.0,937602.0,1374073.0,10515.0,29510.0,15975.0,56001.0,743866.0,46563.0,7133.0,11356.0,50711.0,2607568.0,18489.0
0,0,1,Offer E,1,20.3,0,1,DSL,16,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,50.15,50.15,0.0,0,20.3,70.45,1,45,0,0,0,0,0,0,Woodbridge,95258,38.169605,-121.310964,4176,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,1,Offer E,1,43.82,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.45,20.45,0.0,0,43.82,64.27,1,37,0,0,0,0,0,0,Atwater,95301,37.321233,-120.656354,27808,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
0,0,60,Offer B,1,30.92,0,1,DSL,26,1,1,1,0,0,0,0,1,Two Year,0,Bank Withdrawal,61.4,3638.25,0.0,0,1855.2,5493.45,1,24,1,0,0,0,0,0,Big Oak Flat,95305,37.818589,-120.256995,167,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
0,0,40,Offer B,1,23.74,1,1,DSL,22,0,1,0,1,1,0,0,1,One Year,0,Credit Card,70.75,2921.75,0.0,0,949.6,3871.35,1,33,0,0,1,0,0,0,Ceres,95307,37.553469,-120.952825,32881,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,66,,1,21.37,0,1,DSL,30,1,1,1,0,0,0,0,1,Two Year,1,Bank Withdrawal,61.15,4017.45,0.0,0,1410.42,5427.87,0,25,1,0,0,0,0,0,Columbia,95310,38.085839,-120.37855,2144,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
1,4,42,Offer B,1,9.33,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.25,854.9,0.0,0,391.86,1246.76,1,57,0,0,1,1,2,0,Coulterville,95311,37.722127,-120.110174,2271,043,61230.0,1042143.0,17020.0,78703.0,19800.0,12387.0,65010.0,269.0,27588.0,2389.0,1621.0,15537.0,107.0,77397.0,264438.0,98503.0,1827.0,301462.0,27212.0,51104.0,168179.0,477362.0,580111.0,9881.0,34084.0,17265.0,61230.0,293853.0,17020.0,2658.0,5899.0,55786.0,1042143.0,8557.0
0,0,49,Offer B,1,45.46,1,1,Fiber Optic,27,0,1,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,98.7,4920.55,0.0,0,2227.54,7148.09,1,56,0,0,0,0,0,0,Crows Landing,95313,37.435664,-121.049056,1508,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,41,Offer B,1,10.09,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,20.0,810.3,0.0,0,413.69,1223.99,0,23,1,0,0,0,0,0,Denair,95316,37.524721,-120.757977,5513,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,1,41,Offer B,1,21.28,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.3,772.4,0.0,0,872.48,1644.88,0,34,0,0,1,1,1,0,El Nido,95317,37.127386,-120.506422,808,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
0,0,3,Offer E,0,0.0,0,1,DSL,69,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,25.1,79.8,0.0,0,0.0,79.8,1,28,1,0,0,0,0,0,Escalon,95320,37.818543,-121.006907,11474,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,4,Offer E,0,0.0,0,1,Cable,30,1,0,1,1,0,1,1,0,Month-to-Month,0,Mailed Check,48.25,202.25,0.0,10,0.0,212.25,0,19,1,0,0,0,0,0,Groveland,95321,37.902968,-119.667544,3680,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
1,1,52,Offer B,1,3.41,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,19.85,1070.5,0.0,0,177.32,1247.82,0,27,1,0,1,1,1,0,Gustine,95322,37.147198,-121.120161,7872,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
0,0,11,,1,9.52,0,1,Fiber Optic,4,0,1,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,94.2,999.9,0.0,0,104.72,1104.62,0,54,0,0,0,0,0,0,Hilmar,95324,37.394536,-120.890747,7177,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
1,6,2,Offer E,1,48.39,0,1,Cable,24,1,0,0,0,0,1,1,1,Month-to-Month,1,Mailed Check,62.15,113.1,0.0,0,96.78,209.88,0,59,0,0,1,0,0,0,Hornitos,95325,37.479926,-120.230424,128,043,61230.0,1042143.0,17020.0,78703.0,19800.0,12387.0,65010.0,269.0,27588.0,2389.0,1621.0,15537.0,107.0,77397.0,264438.0,98503.0,1827.0,301462.0,27212.0,51104.0,168179.0,477362.0,580111.0,9881.0,34084.0,17265.0,61230.0,293853.0,17020.0,2658.0,5899.0,55786.0,1042143.0,8557.0
1,5,26,,1,37.6,1,1,Fiber Optic,10,0,1,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,79.3,2015.8,0.0,0,977.6,2993.4,0,50,0,0,1,0,0,0,Hughson,95326,37.5923,-120.853288,6822,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,7,24,,1,2.31,0,1,Cable,53,1,0,1,0,0,0,0,1,One Year,1,Credit Card,56.25,1454.25,0.0,0,55.44,1509.69,1,33,0,0,1,1,3,0,Jamestown,95327,37.84771,-120.486589,9559,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
0,0,12,,1,32.32,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.3,246.7,0.0,0,387.84,634.54,0,26,1,0,0,0,0,0,Keyes,95328,37.555631,-120.911653,2130,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,3,64,,1,37.0,1,1,DSL,19,1,1,1,1,1,1,1,1,Two Year,1,Mailed Check,90.6,5817.45,0.0,0,2368.0,8185.45,0,44,0,0,1,1,1,0,Lathrop,95330,37.80821,-121.308401,10834,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
1,2,66,,1,7.61,0,1,DSL,10,1,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,85.9,5595.3,0.0,0,502.2600000000001,6097.56,1,42,0,0,1,0,0,0,Le Grand,95333,37.249377,-120.249581,3256,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
0,0,60,,1,15.29,1,1,Fiber Optic,48,0,0,1,0,0,0,0,1,One Year,1,Bank Withdrawal,79.2,4765.0,0.0,0,917.4,5682.4,0,24,1,0,0,0,0,0,Livingston,95334,37.361987,-120.748394,12672,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
1,5,17,,1,33.24,1,1,DSL,76,1,0,1,0,1,0,0,1,One Year,1,Bank Withdrawal,70.35,1201.65,0.0,0,565.08,1766.73,1,36,0,0,1,1,3,0,Long Barn,95335,38.109125,-120.078597,683,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
1,10,42,,1,34.33,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,19.35,867.3,0.0,0,1441.86,2309.16,1,63,0,0,1,1,2,0,Manteca,95336,37.830267,-121.201018,36738,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,1,Offer E,1,39.87,1,1,DSL,2,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.15,50.15,0.0,0,39.87,90.02,1,42,0,0,0,0,0,0,Manteca,95337,37.750822,-121.238423,19867,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,47,,1,30.06,0,1,DSL,57,0,1,0,1,0,1,1,0,Two Year,0,Bank Withdrawal,63.8,3007.25,0.0,80,1412.82,4500.07,0,32,0,0,1,1,3,0,Mariposa,95338,37.526791,-119.99437,10226,043,61230.0,1042143.0,17020.0,78703.0,19800.0,12387.0,65010.0,269.0,27588.0,2389.0,1621.0,15537.0,107.0,77397.0,264438.0,98503.0,1827.0,301462.0,27212.0,51104.0,168179.0,477362.0,580111.0,9881.0,34084.0,17265.0,61230.0,293853.0,17020.0,2658.0,5899.0,55786.0,1042143.0,8557.0
1,2,10,,1,10.42,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.55,252.75,0.0,0,104.2,356.95,0,27,1,0,1,0,0,0,Merced,95340,37.255637,-120.493537,59289,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
0,0,1,,1,45.28,0,1,DSL,2,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,44.6,44.6,0.0,0,45.28,89.88,1,45,0,0,0,0,0,0,Modesto,95351,37.621458,-121.012295,47536,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,4,,1,3.03,0,1,DSL,11,0,1,0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,63.75,226.2,0.0,0,12.12,238.32,1,53,0,0,0,0,0,0,Modesto,95354,37.639029,-120.964772,27135,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,2,66,,1,20.11,1,1,Fiber Optic,25,1,1,1,0,1,1,1,0,Two Year,0,Bank Withdrawal,109.25,7082.5,0.0,80,1327.26,8489.76,0,61,0,0,1,1,2,0,Modesto,95355,37.672906,-120.946594,47613,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,12,,1,2.57,0,1,Fiber Optic,25,0,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,84.6,1017.35,0.0,0,30.84,1048.19,0,31,0,0,0,0,0,0,Modesto,95356,37.716186,-121.025836,26055,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,24,,1,5.98,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.45,527.35,0.0,0,143.52,670.87,0,25,1,0,0,0,0,0,Modesto,95357,37.670526,-120.877572,13343,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,26,,1,40.35,0,1,Fiber Optic,13,0,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.75,2146.5,0.0,0,1049.1,3195.6000000000004,1,48,0,0,0,0,0,0,Modesto,95358,37.612612,-121.108568,30668,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,2,57,,1,16.78,1,1,Fiber Optic,29,0,0,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,107.95,5969.85,0.0,0,956.46,6926.31,1,31,0,0,1,0,0,0,Oakdale,95361,37.785033,-120.776141,25384,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,1,42,,1,13.95,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,22.95,1014.25,0.0,0,585.9,1600.15,0,47,0,0,1,1,3,0,Pinecrest,95364,38.224869,-119.755729,235,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
1,4,64,,1,14.78,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.45,1225.65,0.0,0,945.92,2171.57,0,25,1,0,1,0,0,0,Ripon,95366,37.750778,-121.13238,12646,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,19,,1,26.54,0,0,,0,0,0,0,0,0,0,0,0,One Year,1,Credit Card,19.7,386.5,0.0,0,504.26,890.76,1,62,0,0,0,0,0,0,Salida,95368,37.713152,-121.08739,12466,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
1,9,22,,1,48.68,0,1,Fiber Optic,18,0,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,87.0,1850.65,0.0,0,1070.96,2921.61,1,56,0,0,1,0,0,0,Sonora,95370,37.982716,-120.343732,25340,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
0,0,12,,1,40.06,0,1,Fiber Optic,41,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,79.95,1043.4,0.0,0,480.72,1524.12,1,23,1,0,0,0,0,0,Stevinson,95374,37.316807,-120.855753,1960,047,46188.0,13395227.0,290014.0,976855.0,338827.0,663260.0,750278.0,1868.0,628963.0,24024.0,2169.0,10579.0,170.0,1413538.0,3067986.0,1315682.0,49203.0,4542532.0,31230.0,51710.0,1541387.0,7271752.0,8107688.0,5315.0,27956.0,12917.0,46188.0,3746152.0,290014.0,25892.0,87846.0,63934.0,13395227.0,113738.0
1,9,31,,1,28.8,0,1,Cable,15,1,0,0,1,0,1,1,1,One Year,1,Bank Withdrawal,64.0,1910.75,0.0,0,892.8000000000001,2803.55,0,55,0,0,1,0,0,0,Tracy,95376,37.680968,-121.446049,69801,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,11,Offer D,1,13.56,0,1,Cable,17,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,64.9,716.1,0.0,0,149.16,865.26,0,42,0,0,0,0,0,0,Tuolumne,95379,37.939768,-120.188002,3979,109,52806.0,2879540.0,54531.0,216936.0,64766.0,-19122.0,191068.0,298.0,72423.0,7341.0,1328.0,15314.0,91.0,171946.0,835061.0,281702.0,4969.0,1004132.0,26028.0,55260.0,588404.0,1457780.0,1378683.0,10790.0,25283.0,16733.0,52806.0,912453.0,54531.0,7639.0,18171.0,56481.0,2879540.0,25810.0
1,10,68,,1,26.83,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,25.75,1686.15,0.0,0,1824.44,3510.59,1,36,0,0,1,1,1,0,Turlock,95380,37.474396,-120.875917,40545,099,51015.0,28123096.0,551275.0,2161132.0,899644.0,541229.0,1765077.0,3041.0,998034.0,58443.0,1810.0,10510.0,132.0,2306306.0,5794158.0,3060776.0,72913.0,12396286.0,30202.0,59714.0,3617795.0,17763368.0,17640196.0,6563.0,31999.0,12453.0,51015.0,6865105.0,551275.0,61484.0,207594.0,66016.0,28123096.0,269078.0
0,0,60,,1,22.88,0,1,Fiber Optic,48,1,0,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,104.95,6236.75,0.0,0,1372.8,7609.55,0,30,0,0,0,0,0,0,Vernalis,95385,37.609095,-121.263381,274,077,54183.0,42979635.0,793229.0,3037973.0,1289702.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,54183.0,10259899.0,793229.0,89037.0,295394.0,66123.0,42979635.0,384431.0
