Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Churn Value,Zip Code,Population,Per capita personal income,Personal incomeX,Employer contributions,Farm proprietors income,Nonfarm proprietors income,Farm proprietors employment,Income maintenance benefits,Nonfarm proprietors employment,Per capita income maintenance benefits,Per capita retirement and other,Per capita unemployment insurance compensation,Proprietors income,Retirement and other,Supplements to wages and salaries,Unemployment insurance compensation,Wages and salaries,Average nonfarm proprietors income,Average wages and salaries,"Dividends, interest, and rent",Earnings by place of work,Net earnings by place of residence,"Per capita dividends, interest, and rent",Per capita net earnings,Per capita personal current transfer receipts,Personal current transfer receipts,Proprietors employment,Wage and salary employment,Average earnings per job,Personal incomeY,Total employment
0,0,62,5,0,0.0,0,1,1,51,1,1,1,1,0,0,0,1,2,1,0,43.7,2618.3,0.0,0,0.0,2618.3,1,21,1,0,0,0,0,0,94963,548,171177.0,43824350.0,1410029.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,3094680.0,74652.0,118248.0,94864.0,43824350.0,192900.0
1,2,32,5,1,35.39,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,18.95,613.95,0.0,0,1132.48,1746.43,1,39,0,0,1,1,1,0,94971,384,171177.0,43824350.0,1410029.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,3094680.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,21,3,1,32.89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.5,402.85,0.0,0,690.69,1093.54,1,31,0,0,0,0,0,0,94972,66,77900.0,37598558.0,2368858.0,13525.0,3709925.0,2521.0,508637.0,88265.0,1054.0,11732.0,90.0,3723450.0,5662671.0,3436031.0,43319.0,15738765.0,42032.0,71101.0,9106544.0,22898246.0,22277387.0,18868.0,46156.0,12876.0,6214627.0,90786.0,221359.0,73358.0,37598558.0,312145.0
1,9,62,5,1,47.96,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.95,1244.8,0.0,0,2973.52,4218.32,1,28,1,0,1,1,2,0,94973,1449,171177.0,43824350.0,1410029.0,34702.0,5524856.0,209.0,255195.0,74443.0,997.0,11013.0,78.0,5559558.0,2819586.0,2069875.0,19899.0,10669749.0,74216.0,90232.0,14516546.0,18299182.0,26213124.0,56701.0,102388.0,12088.0,3094680.0,74652.0,118248.0,94864.0,43824350.0,192900.0
0,0,2,4,0,0.0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,24.5,46.4,0.0,0,0.0,46.4,0,34,0,0,0,0,0,0,95002,2147,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,27,5,1,8.55,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.6,581.85,0.0,0,230.85,812.7,1,42,0,0,0,1,2,0,95003,24227,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,25,5,0,0.0,0,1,1,9,1,1,1,0,1,1,1,1,1,0,0,61.05,1540.2,0.0,0,0.0,1540.2,0,31,0,0,0,0,0,0,95005,6407,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,49,5,1,22.52,1,1,2,25,0,1,0,1,1,1,1,0,1,1,0,106.65,5168.1,0.0,130,1103.48,6401.58,1,45,0,0,0,0,0,0,95007,1007,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,63,5,1,5.17,1,1,2,16,1,1,1,0,1,1,1,1,0,0,1,108.25,6780.1,0.0,0,325.71,7105.81,0,46,0,0,0,0,0,0,95008,44976,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,4,4,1,30.79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.4,94.5,0.0,0,123.16,217.66,0,51,0,0,0,1,3,0,95010,9673,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
1,8,1,5,1,36.69,0,1,1,82,0,0,0,0,1,0,0,1,0,1,1,55.3,55.3,0.0,0,36.69,91.99,0,27,1,0,1,0,0,0,95012,8582,65123.0,28189179.0,2398500.0,678332.0,3258616.0,775.0,656266.0,52263.0,1516.0,9413.0,169.0,3936948.0,4074390.0,3348339.0,73038.0,12377209.0,62350.0,57813.0,5728852.0,19662496.0,17656633.0,13235.0,40791.0,11098.0,4803694.0,53038.0,214092.0,73606.0,28189179.0,267130.0
0,0,11,3,1,28.62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.25,208.0,0.0,0,314.82,522.8199999999999,1,46,0,0,0,0,0,0,95014,54431,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,64,5,1,25.95,1,1,2,23,0,0,1,1,1,1,1,1,1,1,1,104.65,6889.8,0.0,0,1660.8,8550.6,1,47,0,0,0,0,0,0,95019,4753,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
1,10,43,5,1,29.98,0,1,0,59,1,0,1,0,1,1,1,1,2,0,0,75.2,3254.35,0.0,0,1289.14,4543.49,0,30,0,0,1,1,1,0,95020,49968,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,5,61,5,1,36.13,1,1,2,23,0,0,0,1,1,1,1,1,1,0,0,101.15,6383.9,0.0,0,2203.9300000000003,8587.83,0,35,0,0,1,0,0,0,92027,48690,74326.0,243506541.0,21449772.0,115137.0,13241248.0,4045.0,4136688.0,552616.0,1263.0,10204.0,94.0,13356385.0,33431016.0,30704869.0,307737.0,134153290.0,23961.0,78272.0,50596618.0,178214544.0,155034482.0,15444.0,47321.0,11561.0,37875441.0,556661.0,1713934.0,78488.0,243506541.0,2270595.0
0,0,66,5,1,20.52,1,1,0,10,1,1,1,1,0,0,0,1,2,0,0,68.75,4447.55,0.0,0,1354.32,5801.87,1,64,0,0,0,0,0,0,95033,10172,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,8,67,5,1,46.89,0,1,2,29,1,1,1,1,1,1,1,1,2,1,0,111.05,7321.05,0.0,0,3141.63,10462.68,1,51,0,0,1,0,0,0,95035,62848,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,9,42,5,1,1.31,0,1,2,17,0,0,1,1,1,1,1,1,2,1,1,99.0,4135.0,0.0,0,55.02,4190.02,0,54,0,0,1,0,0,0,95037,41707,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,3,31,2,1,9.8,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,21.0,697.7,0.0,0,303.8,1001.5,0,60,0,0,1,1,3,0,95041,77,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,7,5,1,9.19,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.4,168.65,0.0,0,64.33,232.98,1,63,0,0,0,0,0,0,95043,813,61693.0,4169135.0,214436.0,29808.0,237485.0,464.0,78467.0,7892.0,1161.0,8247.0,133.0,267293.0,557294.0,292475.0,8990.0,1088943.0,30092.0,58435.0,510085.0,1648711.0,3014299.0,7548.0,44604.0,9541.0,644751.0,8356.0,18635.0,61084.0,4169135.0,26991.0
0,0,34,2,1,5.39,1,1,0,52,0,0,1,0,1,1,1,1,1,0,0,77.2,2753.8,0.0,0,183.26,2937.0600000000004,1,23,1,0,1,1,1,0,95046,5671,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,3,5,1,2.78,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,19.45,69.25,0.0,0,8.34,77.59,1,33,0,0,0,0,0,0,95050,36349,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,4,19,3,0,0.0,0,1,0,85,0,0,0,0,0,0,0,1,0,1,1,24.85,434.8,0.0,0,0.0,434.8,0,21,1,0,1,1,1,0,95051,52986,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,3,5,0,0.0,0,1,0,25,1,0,1,1,0,0,0,1,0,0,1,41.35,107.25,0.0,0,0.0,107.25,1,32,0,0,0,0,0,0,95062,36631,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
1,3,46,5,1,16.07,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.6,851.2,0.0,0,739.22,1590.42,1,59,0,0,1,0,0,0,95064,4563,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
1,7,69,5,1,38.92,1,1,2,16,1,0,1,0,0,0,0,0,1,0,0,84.45,5848.6,0.0,40,2685.48,8574.08,0,47,0,0,1,1,1,0,95066,14574,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,5,5,1,7.83,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.25,109.8,0.0,0,39.15,148.95,1,31,0,0,0,0,0,0,95070,30589,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,1,5,1,27.88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.65,19.65,0.0,0,27.88,47.53,1,20,1,0,0,0,0,0,95073,9823,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,26,2,1,31.53,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,20.65,595.5,0.0,0,819.78,1415.28,1,28,1,0,0,0,0,0,95076,81141,86365.0,22832350.0,1234636.0,33333.0,2006974.0,447.0,332249.0,44442.0,1257.0,10636.0,134.0,2040307.0,2811961.0,1728797.0,35474.0,7187549.0,45159.0,64358.0,5268437.0,10956653.0,14384229.0,19928.0,54409.0,12027.0,3179684.0,44889.0,111680.0,69980.0,22832350.0,156569.0
0,0,25,2,1,4.94,0,1,2,51,0,0,1,1,1,1,1,1,2,0,0,99.3,2513.5,0.0,0,123.5,2637.0,1,21,1,0,0,0,0,0,95111,57748,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,4,64,5,1,49.49,0,1,2,12,1,1,0,0,0,0,0,1,0,0,0,81.05,5135.35,0.0,0,3167.36,8302.710000000001,1,47,0,0,1,1,2,0,95112,52334,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,4,30,2,1,48.04,1,1,0,19,1,1,1,1,0,0,0,1,0,0,0,67.6,2000.2,0.0,0,1441.2,3441.4,1,31,0,0,1,1,1,0,95113,561,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,13,3,1,39.17,0,1,2,10,0,0,0,0,0,0,0,0,0,1,0,70.15,931.75,0.0,150,509.21,1590.96,1,53,0,0,0,0,0,0,95116,51706,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,1,64,5,1,46.44,1,1,2,29,1,1,1,1,1,1,1,1,1,1,0,115.0,7396.15,0.0,0,2972.16,10368.31,0,37,0,0,1,0,0,0,95117,29914,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,46,5,1,4.08,1,1,2,59,0,0,1,1,0,0,0,1,0,1,0,84.8,3958.85,0.0,0,187.68,4146.53,0,28,1,0,0,1,2,0,95118,31926,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,12,3,1,36.65,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.7,260.9,0.0,0,439.8,700.6999999999999,0,57,0,0,0,0,0,0,95119,10155,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,3,13,5,1,39.2,0,1,0,25,1,0,1,0,0,1,1,1,0,1,1,63.15,816.8,0.0,0,509.6,1326.4,0,40,0,0,1,1,3,0,95122,59841,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,5,67,5,1,43.01,1,1,0,16,1,1,0,1,1,0,0,1,2,0,1,74.0,4868.4,0.0,0,2881.67,7750.07,0,49,0,0,1,1,2,0,95123,59632,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,4,24,2,0,0.0,0,1,1,51,0,0,1,0,0,0,0,1,0,0,0,29.1,688.0,0.0,0,0.0,688.0,1,25,1,0,1,0,0,0,95124,45257,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,6,4,1,23.01,0,1,1,13,0,0,0,1,0,0,0,0,0,0,1,50.05,288.35,0.0,40,138.06,466.41,1,37,0,0,0,0,0,0,95125,46185,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,10,5,1,39.39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,185.4,0.0,0,393.9,579.3,1,27,1,0,0,0,0,0,95128,32804,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,13,5,1,42.62,0,1,2,15,0,1,0,0,0,0,0,1,1,1,1,74.65,966.25,0.0,0,554.06,1520.31,0,39,0,0,0,0,0,0,95129,37570,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,6,38,2,1,17.52,1,1,1,59,1,0,1,1,1,1,1,1,2,1,0,85.4,3297.0,0.0,0,665.76,3962.76,1,26,1,0,1,1,2,0,95133,26032,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,9,43,5,1,49.48,1,1,2,11,1,1,0,0,0,1,1,1,0,1,0,94.1,4107.3,0.0,0,2127.64,6234.9400000000005,0,33,0,0,1,0,0,0,95134,9657,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,25,2,1,32.33,1,1,2,51,0,1,1,1,1,1,1,1,2,0,0,108.9,2809.05,0.0,0,808.25,3617.3,0,20,1,0,0,0,0,0,95136,36944,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,27,2,1,2.63,0,1,1,59,1,1,0,0,0,0,0,0,1,0,1,56.2,1567.55,0.0,30,71.00999999999999,1668.56,1,19,1,0,0,1,2,0,95138,14792,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
1,2,72,5,1,33.92,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,26.1,1851.45,0.0,0,2442.24,4293.6900000000005,1,61,0,0,1,1,2,0,95139,7023,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,71,5,1,31.89,1,1,2,30,1,1,0,0,0,0,0,1,1,1,1,85.45,6028.95,0.0,0,2264.19,8293.14,1,19,1,0,0,1,1,0,95140,38,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,24,2,1,44.09,1,1,2,9,0,0,1,0,1,0,0,1,0,1,1,88.95,2072.75,0.0,0,1058.16,3130.91,0,63,0,0,0,0,0,0,95148,44103,144399.0,270162197.0,16599070.0,47691.0,16243585.0,709.0,2023296.0,281121.0,1081.0,8825.0,83.0,16291276.0,16510340.0,26187152.0,154405.0,206166002.0,57781.0,169868.0,53122613.0,248644430.0,198351543.0,28393.0,106017.0,9989.0,18688041.0,281830.0,1213681.0,166261.0,270162197.0,1495511.0
0,0,57,5,1,24.67,0,1,1,42,1,0,1,0,1,1,1,1,2,1,0,74.35,4317.35,0.0,0,1406.19,5723.540000000001,1,30,0,0,0,0,0,0,95203,16357,54183.0,42979635.0,3037973.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,10259899.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,15,5,1,31.68,0,1,0,23,0,1,0,0,0,0,0,1,0,0,0,48.85,736.8,0.0,0,475.2,1212.0,0,34,0,0,0,0,0,0,95204,30476,54183.0,42979635.0,3037973.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,10259899.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,4,4,1,44.16,1,1,2,82,1,0,0,0,0,0,0,1,0,1,0,80.1,336.15,0.0,0,176.64,512.79,1,27,1,0,0,0,0,0,95205,34138,54183.0,42979635.0,3037973.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,10259899.0,89037.0,295394.0,66123.0,42979635.0,384431.0
0,0,28,2,1,44.11,0,1,0,15,1,1,0,0,0,0,0,0,0,0,0,56.05,1522.65,0.0,110,1235.08,2867.73,0,51,0,0,0,0,0,0,95206,49657,54183.0,42979635.0,3037973.0,353142.0,3091889.0,2588.0,1459405.0,86449.0,1840.0,10968.0,127.0,3445031.0,8699933.0,4327675.0,100561.0,17647134.0,35765.0,59741.0,5297790.0,25419840.0,27421946.0,6679.0,34570.0,12934.0,10259899.0,89037.0,295394.0,66123.0,42979635.0,384431.0
